regime,n,mae,rmse,r2,naive_mae,gain_vs_naive,mean_true,max_true
EC warmup30 Aug 14-22,12,0.4348918666857276,0.5727673568275962,0.4480546956215844,0.588985,0.15409313331427238,1.668818333333333,2.93
EC warmup30 Sep 21,7,0.25393966944422525,0.46581827921144653,0.8901578100081758,0.8582857142857142,0.604346044841489,3.8601428571428578,4.97
EC warmup52 Sep 21,7,0.25393966944422525,0.46581827921144653,0.8901578100081758,0.8582857142857142,0.604346044841489,3.8601428571428578,4.97
