feature_set,xgb_set,warmup,max_rows,train_mode,pred_mode,shock_weight,blend,feature_count,n_spec_final,n_shock_final,wf_active,wf_ph_r2,wf_ec_r2,wf_min_r2,wf_ph_mae,wf_ec_mae,ho_active,ho_ph_r2,ho_ec_r2,ho_ph_mae,ho_ec_mae
current_union,ph_like,55,4,chem_event,salt_shock_strict,8.0,1.2,44,178,12,2,0.9639229601053678,0.9818097669338516,0.9639229601053678,0.23878699033792128,0.11811073098992032,4,0.8941146501966175,0.722733009601832,0.3857879790699199,0.28691324334890644
current_union,ph_like,55,4,chem_event,salt_shock_strict,8.0,1.4,44,178,12,2,0.9619780448841995,0.973693253712634,0.9619780448841995,0.2471977857478468,0.1297500031622341,4,0.8896551158049818,0.7433967715642542,0.3901075184518577,0.2949484005982955
current_union,ph_like,55,4,chem_event,salt_shock_strict,8.0,1.0,44,178,12,2,0.9643755184788133,0.9601827734062078,0.9601827734062078,0.23712642575932663,0.13607545332933182,4,0.8983803676738967,0.6867997439660525,0.3814684396879822,0.3144688573124249
current_union,ph_like,54,4,chem_event,salt_shock_strict,8.0,1.0,44,178,12,2,0.9593625274749915,0.9602767671695229,0.9593625274749915,0.24805614266687967,0.13517510250130732,4,0.8983803676738967,0.6867997439660525,0.3814684396879822,0.3144688573124249
current_union,ph_like,54,4,chem_event,salt_shock_strict,8.0,1.2,44,178,12,2,0.9589105866589117,0.9818079140014796,0.9589105866589117,0.24968651516222712,0.11753701147715787,4,0.8941146501966175,0.722733009601832,0.3857879790699199,0.28691324334890644
current_union,ph_like,54,4,chem_event,salt_shock_strict,8.0,1.4,44,178,12,2,0.9569683254527629,0.973727371613275,0.9569683254527629,0.25794438701924494,0.1289646605190659,4,0.8896551158049818,0.7433967715642542,0.3901075184518577,0.2949484005982955
current_union,ph_like,52,4,chem_event,salt_shock_strict,8.0,1.0,44,178,12,2,0.9494931071755421,0.9602639440913019,0.9494931071755421,0.2654467537431321,0.13303107349232982,4,0.8983803676738967,0.6867997439660525,0.3814684396879822,0.3144688573124249
current_union,ph_like,53,4,chem_event,salt_shock_strict,8.0,1.0,44,178,12,2,0.9492694848676763,0.9601589482571294,0.9492694848676763,0.2661462998716939,0.13529459821164252,4,0.8983803676738967,0.6867997439660525,0.3814684396879822,0.3144688573124249
current_union,ph_like,52,4,chem_event,salt_shock_strict,8.0,1.2,44,178,12,2,0.9490580109887868,0.9816823547966882,0.9490580109887868,0.2670199201860112,0.11601186285499263,4,0.8941146501966175,0.722733009601832,0.3857879790699199,0.28691324334890644
current_union,ph_like,53,4,chem_event,salt_shock_strict,8.0,1.2,44,178,12,2,0.9488293683196879,0.981634186427551,0.9488293683196879,0.26774755857248156,0.1179714730986386,4,0.8941146501966175,0.722733009601832,0.3857879790699199,0.28691324334890644
current_union,ph_like,51,4,chem_event,salt_shock_strict,8.0,1.0,44,178,12,2,0.9484599871952489,0.9602582607488683,0.9484599871952489,0.2710968658746297,0.13286028400067768,4,0.8983803676738967,0.6867997439660525,0.3814684396879822,0.3144688573124249
current_union,ph_like,51,4,chem_event,salt_shock_strict,8.0,1.2,44,178,12,2,0.9480364511695195,0.981590617753649,0.9480364511695195,0.27264290875814884,0.11613450802950144,4,0.8941146501966175,0.722733009601832,0.3857879790699199,0.28691324334890644
current_union,ph_like,52,4,chem_event,salt_shock_strict,8.0,1.4,44,178,12,2,0.9471881412748534,0.9736441217688044,0.9471881412748534,0.274988042153309,0.12703854175507934,4,0.8896551158049818,0.7433967715642542,0.3901075184518577,0.2949484005982955
