timestamp,pos,gap_hours,ph0,ph_true,ph_pred,ph_err,ec0,ec_true,ec_pred,ec_err,huber_gate
2025-09-18 10:30:00,97,0.8333333333333334,6.97,6.71,7.33043044924736,0.62043044924736,0.795,0.968,0.6013064059355113,0.36669359406448865,False
2025-09-18 12:00:00,98,1.5,6.71,7.27,7.09116991519928,0.17883008480071982,0.968,0.98,0.7404589161916246,0.23954108380837535,False
2025-09-18 13:10:00,99,1.1666666666666667,7.27,7.08,7.442683373093605,0.36268337309360454,0.98,0.662,1.0710175631852934,0.40901756318529336,False
2025-09-18 14:10:00,100,1.0,7.08,6.65,7.282986270189285,0.632986270189285,0.662,0.709,0.8021661119164015,0.09316611191640156,False
2025-09-18 15:10:00,101,1.0,6.65,6.8,6.55802638232708,0.2419736176729197,0.709,0.68,0.5973257864831929,0.08267421351680715,False
2025-09-21 06:30:00,102,63.333333333333336,6.8,6.19,6.370760667324066,0.1807606673240656,0.68,0.501,0.7011938112914308,0.20019381129143077,False
2025-09-21 07:20:00,103,0.8333333333333334,6.19,4.75,4.671577217781155,0.07842278221884502,0.501,4.23,2.7593759898483836,1.4706240101516168,True
2025-09-21 08:40:00,104,1.3333333333333333,4.75,4.75,4.436085969209671,0.313914030790329,4.23,4.97,4.440535855280948,0.5294641447190518,False
2025-09-21 10:30:00,105,1.8333333333333333,4.75,5.17,5.251037240028381,0.08103724002838142,4.97,4.52,4.437120228988796,0.08287977101120347,False
2025-09-21 11:40:00,106,1.1666666666666667,5.17,5.25,5.583948088884354,0.33394808888435357,4.52,4.4,4.761330518835159,0.36133051883515854,False
2025-09-21 13:40:00,107,2.0,5.25,5.33,5.542218804359436,0.21221880435943596,4.4,4.53,4.635286796448865,0.10528679644886463,False
2025-09-21 15:30:00,108,1.8333333333333333,5.33,5.4,5.668406324386597,0.2684063243865964,4.53,3.87,4.122260880635475,0.25226088063547447,False
