Target,Warmup,MAE,RMSE,Naive MAE,Gain,Gain %,R2,N test,Holdout MAE,Holdout R2
pH,52,0.29989149401396314,0.39562637690787894,0.8768421052631579,0.5769506112491947,65.79868915807143,0.9381301837744469,57,0.3165216461316157,0.9369542574582973
EC,52,0.12530284388056914,0.17521254425898045,0.19607719298245616,0.07077434910188701,36.0951460113056,0.9808390156038675,57,0.21450032859618276,0.9106815454305923
