kind,anchor_pos,target_pos,t0,t1,gap_h,ec0,ec1,ec_delta,ec_ratio,fert_salt_total_t0_t1,irr_total_t0_t1,salt_conc_t0_t1,salt_per_hour,irr_per_hour,ET0_sum_t0_t1,irr_to_et0,soil_temp_mean,temp_rh_balance,g_soil_minus_air,canopy,days_after_planting_t1,last_salt_event_mass,last_core_salt_event_mass,last_salt_event_irr,last_salt_event_conc_mass,event_to_target_h,event_to_t0_h,hrs_since_last_salt_event,irr_after_last_salt,no_flush_after_salt,post_salt_flush_ratio,salt_mass_last_2h,salt_conc_last_2h,salt_mass_per_ec0,last_salt_mass_per_ec0,last_salt_release_fast,last_salt_release_med,short_salt_shock_pressure,mass_shortgap_no_flush,event_conc_x_logmass,event_conc_x_logmass_fast,event_mass_x_conc_fast,concentrated_large_event_pressure,concentrated_large_event_per_ec0,short_high_mass_no_flush_flag,event_high_mass_conc_short_flag,low_ec_high_mass_flag,ec0_x_p48_salt,n24_salt_minus_p24_salt,prev_ec_slope,salt_event_pos,timing_balance
skip26,102,104,2025-09-21 06:30:00,2025-09-21 08:40:00,2.1666666666666665,0.501,4.97,4.468999999999999,9.110707803992739,976.6499999999999,300.0,3.2446843853820595,450.7615384615384,138.46153846153848,0.736110597,358.80420733382954,23.00772628,51.8540861930027,-8.895142553197402,0.984036671,115.0,976.6499999999999,976.6499999999999,300.0,3.2446843853820595,1.8333333333333333,0.3333333333333333,1.8333333333333333,0.0,1.0,0.0,976.6499999999999,3.2446843853820595,1625.0415973377703,1625.0415973377703,287.6965060690664,617.5716011242007,3.334292616934988,2.3303858081571938,22.340144318312458,6.580844176989915,933.4843609712746,3.538555592634263,5.887779688243366,0.0,1.0,1.0,0.0,976.6499999999999,-0.002826315789473685,0.15384615384615385,0.0
skip26,102,107,2025-09-21 06:30:00,2025-09-21 13:40:00,7.166666666666667,0.501,4.53,4.029,8.312159709618875,976.6499999999999,300.0,3.2446843853820595,136.2767441860465,41.860465116279066,2.9279658829999997,99.07641353698833,29.818974966976743,53.49500002105025,-2.581050726336616,0.9840366709999998,115.0,976.6499999999999,976.6499999999999,300.0,3.2446843853820595,6.833333333333333,0.3333333333333333,6.833333333333333,0.0,1.0,0.0,0.0,0.0,1625.0415973377703,1625.0415973377703,10.263283243535634,176.9372261267115,0.11894753263433154,0.19128971585573648,22.340144318312458,0.2347649913892429,33.30111488305341,0.12623440867051747,0.21004061342848165,0.0,0.0,1.0,0.0,976.6499999999999,-0.002826315789473685,0.04651162790697683,0.0
skip26,102,105,2025-09-21 06:30:00,2025-09-21 10:30:00,4.0,0.501,4.52,4.018999999999999,8.294010889292194,976.6499999999999,300.0,3.2446843853820595,244.16249999999997,75.0,1.639095245,172.50349045718883,26.09600624875,53.66435293439057,-6.358263314342606,0.984036671,115.0,976.6499999999999,976.6499999999999,300.0,3.2446843853820595,3.6666666666666665,0.3333333333333333,3.6666666666666665,0.0,1.0,0.0,0.0,0.0,1625.0415973377703,1625.0415973377703,84.748148880713,390.5131649158951,0.9821986751692827,0.9318039598817917,22.340144318312458,1.9385510435723743,274.98099536328357,1.0423694061660085,1.7343916907920276,0.0,0.0,1.0,0.0,976.6499999999999,-0.002826315789473685,0.08333333333333337,0.0
skip26,102,106,2025-09-21 06:30:00,2025-09-21 11:40:00,5.166666666666667,0.501,4.4,3.8990000000000005,8.07622504537205,976.6499999999999,300.0,3.2446843853820595,189.0290322580645,58.064516129032256,2.26913915,126.62827339626716,27.774275235161294,54.27714630148035,-4.8852912078898125,0.9840366709999996,115.0,976.6499999999999,976.6499999999999,300.0,3.2446843853820595,4.833333333333333,0.3333333333333333,4.833333333333333,0.0,1.0,0.0,0.0,0.0,1625.0415973377703,1625.0415973377703,38.93548813504096,291.7201682937877,0.451247435706643,0.5199793585817426,22.340144318312458,0.8906204106289435,126.33337038899586,0.47889142337765794,0.7968243317431912,0.0,0.0,1.0,0.0,976.6499999999999,-0.002826315789473685,0.06451612903225823,0.0
skip26,102,103,2025-09-21 06:30:00,2025-09-21 07:20:00,0.8333333333333334,0.501,4.23,3.7290000000000005,7.7676950998185115,976.6499999999999,300.0,3.2446843853820595,1171.9799999999998,360.0,0.213032966,958.3655160460002,21.479583401999996,47.52926843098744,-9.623901653980637,0.9840366709999999,115.0,976.6499999999999,976.6499999999999,300.0,3.2446843853820595,0.5,0.3333333333333333,0.5,0.0,1.0,0.0,976.6499999999999,3.2446843853820595,1625.0415973377703,1625.0415973377703,699.8003044718912,861.890599909245,8.110418233474569,4.538971767338477,22.340144318312458,16.007412886808016,2270.6311208055563,8.607272694933936,14.321585182918364,1.0,1.0,1.0,0.0,976.6499999999999,-0.002826315789473685,0.4,0.0
skip26,102,108,2025-09-21 06:30:00,2025-09-21 15:30:00,9.0,0.501,3.87,3.369,7.114337568058075,976.6499999999999,300.0,3.2446843853820595,108.51666666666665,33.333333333333336,3.30960596,87.98670682755376,30.718839857407406,52.07948917751747,-1.2175952673145736,0.9840366709999998,115.0,976.6499999999999,976.6499999999999,300.0,3.2446843853820595,8.666666666666666,0.3333333333333333,8.666666666666666,0.0,1.0,0.0,0.0,0.0,1625.0415973377703,1625.0415973377703,3.023304899362511,111.88389498545845,0.035038949003669106,0.07648712676464031,22.340144318312458,0.06915585703171007,9.809670199210618,0.03718547926094561,0.06187267763884462,0.0,0.0,1.0,0.0,976.6499999999999,-0.002826315789473685,0.03703703703703709,0.0
skip26,25,26,2025-08-10 08:20:00,2025-08-10 15:20:00,7.0,2.18,4.18,1.9999999999999996,1.896860986547085,325.54999999999995,366.6666666,0.8854487762258293,46.50714285714285,52.38095237142857,3.9209264210000008,91.189598666869,36.84030952714286,69.77061766635329,0.9251415336432672,0.554138201,73.0,325.54999999999995,325.54999999999995,100.0,3.223267326732673,6.833333333333333,0.16666666666666666,6.833333333333333,266.6666666,0.3600000000576,0.8166181797580769,0.0,0.0,142.78508771929822,142.78508771929822,1.231593989421331,21.232467138602573,0.006392974614980777,0.06292802255630855,18.658150698072355,0.07058598142670351,3.9697566659021217,0.03773764419388034,0.016551598330649273,0.0,0.0,0.0,0.0,325.54999999999995,-0.0017821782178217773,0.023809523809523836,-0.6428571428571429
skip26,12,13,2025-07-30 08:30:00,2025-07-31 09:00:00,24.5,0.9185,2.7,1.7815000000000003,2.839442436757873,325.54999999999995,633.3333332,0.5132159748845435,13.287755102040814,25.850340130612242,5.904312532999999,105.47974138907138,30.43982160972789,43.11827516706954,0.39836398041323773,0.3497280330204082,63.0,325.54999999999995,325.54999999999995,100.0,3.223267326732673,21.0,3.5,21.0,399.9999999,0.27272727277685954,1.2249272696371154,0.0,0.0,319.6367206676485,319.6367206676485,7.382841124183239e-05,0.4659080768629377,6.602950570044699e-07,7.554286243487956e-06,18.658150698072355,4.231305860080996e-06,0.0002379687057403815,2.2621986943544687e-06,2.221108192787893e-06,0.0,0.0,0.0,598.0353499999999,0.0,-0.02839805825242718,0.1428571428571429,-0.761904761904762
skip26,16,18,2025-08-03 14:10:00,2025-08-04 15:30:00,25.333333333333332,0.8713,2.64,1.7687000000000002,2.9197872571366545,340.54999999999995,733.3333332,0.4637539719407633,13.442763157894735,28.947368415789473,5.7002601120000005,126.43111154322659,30.208510168881574,40.532976883624755,0.9042022605773878,0.4325778399407895,67.0,325.54999999999995,325.54999999999995,100.0,3.223267326732673,6.5,18.833333333333332,6.5,366.6666666,0.2903225806826223,1.1228499972439137,0.0,0.0,350.6125810769072,335.1693606506743,1.2403828715407006,18.61101170448298,0.013043574141231057,5.342519792511665e-06,18.658150698072355,0.07108969602369565,3.9980855824759898,0.03800694699101283,0.03912997734069065,0.0,0.0,0.0,283.65171499999997,15.0,-0.007683870967741948,0.743421052631579,-0.15789473684210528
skip26,17,18,2025-08-04 09:20:00,2025-08-04 15:30:00,6.166666666666667,0.956,2.64,1.6840000000000002,2.673956262425447,15.0,366.6666666,0.04079782412344476,2.4324324324324325,59.459459448648644,3.3448824279999996,106.43807858861418,35.75158379972973,51.10472604945121,1.9158367334929485,0.44016464799999994,67.0,0.0,0.0,0.0,0.0,6.166666666666667,,6.166666666666667,0.0,1.0,0.0,0.0,0.0,14.204545454545453,0.0,0.0,0.0,0.0,0.12700207008238254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.4515999999999,15.0,0.004419130434782609,0.0,-0.5945945945945946
skip26,32,33,2025-08-17 08:10:00,2025-08-17 12:40:00,4.5,1.145,2.68,1.5350000000000001,2.284518828451883,340.54999999999995,466.6666667,0.7281895936758239,75.67777777777776,103.70370371111112,3.0833966100000003,146.59394472999705,34.08678935333334,61.21226386417646,0.08066045592917889,0.6737640149999999,80.0,325.54999999999995,325.54999999999995,100.0,3.223267326732673,4.166666666666667,0.3333333333333333,4.166666666666667,366.6666667,0.2903225806264308,1.1228499975501456,0.0,0.0,273.5341365461847,261.48594377510034,5.876584082156336,33.350966945279104,0.06339323135894626,0.17850360559433343,18.658150698072355,0.3368029224228725,18.94180146481183,0.1800661915149776,0.14463147912849605,0.0,0.0,0.0,0.0,340.54999999999995,-0.02154046997389034,0.07407407407407396,-0.44444444444444453
