Target,Warmup,MAE,RMSE,Naive MAE,Gain,R2,N test,Holdout MAE,Holdout R2
pH,52,0.28966504820549566,0.3880389649537238,0.8768421052631579,0.5871770570576622,0.9404805343881609,57,0.3427056219987567,0.9074007081387286
EC,52,0.1278183101123495,0.20082111629717941,0.19607719298245616,0.06825888287010665,0.9748286691054737,57,0.31107694766874217,0.6952701876901632
