variant,ph_feature_count,ec_feature_count,ph_mae,ph_rmse,ph_r2,ph_naive_mae,ec_mae,ec_rmse,ec_r2,ec_naive_mae,w30_ec_mae,w30_ec_rmse,w30_ec_r2,w30_ec_naive_mae,w30_ec_low_mae,w30_ec_high_mae,w30_ec_shock_mae,w30_ec_balanced_mae,ho_ec_mae,ho_ec_rmse,ho_ec_r2,ho_ec_naive_mae,ho_ec_low_mae,ho_ec_high_mae,ho_ec_shock_mae,ho_ec_balanced_mae,aug17_drop_abs_err,aug17_spike_abs_err,sep21_0720_abs_err,score
ec_features_hybrid_params,35,25,0.28713417422700216,0.3878963863092349,0.9405242652834296,0.8768421052631579,0.11962073615613406,0.17873752947635813,0.980060285915166,0.19607719298245616,0.150183561069533,0.26489551257828237,0.9497580830186028,0.24673468354430375,0.11148302716246539,0.32986461135234707,0.41217095941983395,0.2845061993115488,0.19320127915287316,0.3885210053549136,0.9154265675511809,0.5569225,0.08987378794821324,0.6065112439715128,0.6611193954588239,0.45250147579285,0.057948901635420214,1.5441748964197304,0.3540694536473339,1.6222263943358186
ec_features_shared_params,35,25,0.28713417422700216,0.3878963863092349,0.9405242652834296,0.8768421052631579,0.12802466242637422,0.1820276678477884,0.9793194428443727,0.19607719298245616,0.17055353720268496,0.2781931569308427,0.9445872268855293,0.24673468354430375,0.12065353666975698,0.4022321111055649,0.4260260384014255,0.3163038953922491,0.22284793852145132,0.4055969576477364,0.907828994195668,0.5569225,0.09636852741693187,0.7287655829395292,0.7256214939335295,0.5169185347633302,0.34646898231423906,1.4927855375017534,0.37890073927601264,1.9168572631179863
same_features_same_params,35,35,0.28713417422700216,0.3878963863092349,0.9405242652834296,0.8768421052631579,0.13973749313121314,0.25059571058823804,0.9608046369912558,0.19607719298245616,0.1837490173808953,0.3204867416066327,0.926457712487178,0.24673468354430375,0.1272014658993769,0.44629122068794513,0.5670277736916489,0.38017348675965695,0.20321415981311075,0.38108490997833144,0.9186329719660122,0.5569225,0.09053883986828967,0.6539154395923952,0.6916569128362894,0.4787037307656581,0.8804567188557924,1.4365298510471085,1.4520647869730987,3.261622107552529
