Target,Warmup,MAE,RMSE,Naive MAE,Gain,R2,N test,Holdout MAE,Holdout R2
pH,52,0.2944330273927326,0.3915043189551165,0.8768421052631579,0.5824090778704253,0.9394127189660969,57,0.32138812921667076,0.9339554548414034
EC,52,0.13939578878094908,0.2211181086042345,0.19607719298245616,0.05668140420150708,0.9694834069111173,57,0.18580509880284027,0.9353324850414124
EC stress,30,0.17481813484045666,0.2926986289803602,0.24673468354430375,0.07191654870384709,0.938657937324499,79,,
